id	db_name	table_name	column_name	column_type	nullable	url	note	versions	license	license_url	attribution
13446bed584b43ec	postgres	_pg_foreign_data_wrappers	authorization_identifier	SQL_IDENTIFIER	true			14,13,12,11,10			
920b9c9c0aa76a55	postgres	_pg_foreign_data_wrappers	fdwoptions	ARRAY	true			14,13,12,11,10			
bd1aae027159e7ce	postgres	_pg_foreign_data_wrappers	fdwowner	OID	true			14,13,12,11,10			
f0a750e13861677d	postgres	_pg_foreign_data_wrappers	foreign_data_wrapper_catalog	SQL_IDENTIFIER	true			14,13,12,11,10			
51ec6eee47b03e29	postgres	_pg_foreign_data_wrappers	foreign_data_wrapper_language	CHARACTER_DATA	true			14,13,12,11,10			
5c8578db419b28fc	postgres	_pg_foreign_data_wrappers	foreign_data_wrapper_name	SQL_IDENTIFIER	true			14,13,12,11,10			
02773e6a9d00a51b	postgres	_pg_foreign_data_wrappers	oid	OID	true			14,13,12,11,10			
adb932f2c8822ff6	postgres	_pg_foreign_servers	authorization_identifier	SQL_IDENTIFIER	true			14,13,12,11,10			
f7c4536c6f694de3	postgres	_pg_foreign_servers	foreign_data_wrapper_catalog	SQL_IDENTIFIER	true			14,13,12,11,10			
50075d302ef0f6c7	postgres	_pg_foreign_servers	foreign_data_wrapper_name	SQL_IDENTIFIER	true			14,13,12,11,10			
eae86a5628722d84	postgres	_pg_foreign_servers	foreign_server_catalog	SQL_IDENTIFIER	true			14,13,12,11,10			
8bdfca79a84c74f9	postgres	_pg_foreign_servers	foreign_server_name	SQL_IDENTIFIER	true			14,13,12,11,10			
48e1850a79325a8a	postgres	_pg_foreign_servers	foreign_server_type	CHARACTER_DATA	true			14,13,12,11,10			
7cf97289a3e2c8fb	postgres	_pg_foreign_servers	foreign_server_version	CHARACTER_DATA	true			14,13,12,11,10			
ffbbd0a257b3b6a7	postgres	_pg_foreign_servers	oid	OID	true			14,13,12,11,10			
d7af0eb634612d33	postgres	_pg_foreign_servers	srvoptions	ARRAY	true			14,13,12,11,10			
71999e0dcc7c6861	postgres	_pg_foreign_table_columns	attfdwoptions	ARRAY	true			14,13,12,11,10			
c96518820c7721ac	postgres	_pg_foreign_table_columns	attname	NAME	true			14,13,12,11,10			
cca7bf74b8f88933	postgres	_pg_foreign_table_columns	nspname	NAME	true			14,13,12,11,10			
